wavelength_nm,diameter_mm,myopia_d,threshold_stroke_arcmin,threshold_log_mar,threshold_detected,threshold_status,optical_d50_arcmin,optical_mar_arcmin,optical_log_mar
550.0,0.5470044002605323,2.0,2.830794323138362,0.4519083160019796,True,resolved,3.2545543744594982,0.8136385936148746,-0.08956845954886236
550.0,0.5502624373878341,2.0,2.816152129088716,0.4496561117766118,True,resolved,3.239985483975145,0.8099963709937863,-0.0915169268755527
550.0,0.5792236183029833,2.0,2.695898018414668,0.43070345949626954,True,resolved,3.1216948850131856,0.7804237212532964,-0.1076695385434828
550.0,0.6046013057825199,2.0,2.6022934795020514,0.4153562735249233,True,resolved,3.033585337278443,0.7583963343196107,-0.12010377481109363
550.0,0.6081847992181325,2.0,2.5900015370089107,0.4133000218087771,True,resolved,3.0222466362299154,0.7555616590574789,-0.12173008844507495
550.0,0.6353883327016112,2.0,2.5042563587374023,0.39867878519582006,True,resolved,2.9446558053982876,0.7361639513495719,-0.13302545300354862
550.0,0.6682628855998672,2.0,2.429378434379976,0.38549517193210747,True,resolved,2.867974135559605,0.7169935338899013,-0.144484760941123
550.0,0.6688298238964329,2.0,2.4282763502850253,0.38529811015210885,True,resolved,2.8667972936798245,0.7166993234199561,-0.14466300551388134
550.0,0.7022713150912545,2.0,2.3718055297659513,0.3750790772673172,True,resolved,2.8073170759798463,0.7018292689949616,-0.15376852398333354
550.0,0.7386277204483878,2.0,2.3319156716555436,0.3677128411140534,True,resolved,2.7643393950686326,0.6910848487671581,-0.16046862832888562
550.0,0.7781886018183509,2.0,2.3178022555099362,0.36507638115122804,True,resolved,2.742927072418813,0.6857317681047033,-0.163845730375684
550.0,0.8164016305125923,2.0,2.339649662910916,0.36915083140356575,True,resolved,2.747817350699358,0.6869543376748395,-0.16307212983261854
550.0,0.8191458966508958,2.0,2.3427150494736546,0.36971946744157747,True,resolved,2.7491663310268666,0.6872915827567166,-0.16285897485231862
550.0,0.8601031914834406,2.0,2.416874028324782,0.3832540148142877,True,resolved,2.816653986319789,0.7041634965799473,-0.1523264922519231
550.0,0.9023647554129298,2.0,2.5417537399342605,0.4051334712500745,True,resolved,3.040937541938552,0.760234385484638,-0.11905249110161999
550.0,0.9973793796812823,2.0,2.8769002339277248,0.45892480154763216,True,resolved,3.7368386800835482,0.9342096700208871,-0.02955564163507422
550.0,1.1005248747756682,2.0,3.339699366038922,0.5237073741328967,True,resolved,4.217072990775465,1.0542682476938663,0.02295112669346476
550.0,1.102398582221007,2.0,3.3490401445585367,0.5249203534090091,True,resolved,4.22197442335901,1.0554936058397526,0.02345560670390902
550.0,1.1584472366059666,2.0,3.6226640775504166,0.5590280646362472,True,resolved,4.389660997258592,1.097415249314648,0.0403709907126128
550.0,1.216369598436265,2.0,3.8925362054306,0.5902326607380638,True,resolved,4.539877428491064,1.134969357122766,0.054984136232100446
550.0,1.218475796513094,2.0,3.902357501202808,0.5913270532921208,True,resolved,4.545267748161297,1.1363169370403243,0.05549947997568379
550.0,1.3467753774655815,2.0,4.492842521740364,0.6525211964390601,True,resolved,5.202444607517069,1.3006111518792673,0.11414747347540508
550.0,1.4885842809008711,2.0,5.115573033769697,0.7088942893609769,True,resolved,5.891657000928796,1.472914250232199,0.16817746392681757
550.0,1.645324972836306,2.0,5.738034819642914,0.7587631793113211,True,resolved,6.749723447570267,1.6874308618925669,0.22722598777644687
550.0,1.8185696980492723,2.0,6.398176088598596,0.806056188429291,True,resolved,7.565015828578794,1.8912539571446985,0.2767498497235412
550.0,2.0100562510528768,2.0,7.172249759726923,0.8556554046188912,True,resolved,8.592390360600227,2.1480975901500567,0.3320540078938569
550.0,2.2217054076787313,2.0,8.019131347781679,0.9041273269753421,True,resolved,9.772083101389239,2.4430207753473097,0.387927160211395
550.0,2.455640192120709,2.0,8.900197377951242,0.9493996380162125,True,resolved,11.050922823238219,2.7627307058095547,0.4413385545941565
550.0,2.714207172704789,2.0,9.868068033212401,0.9942321349752664,True,resolved,12.492486570771977,3.123121642692994,0.4945888999271254
550.0,3.0000000000000004,2.0,11.024217643724565,1.0423477786324509,True,resolved,14.045885237804113,3.511471309451028,0.5454891243547535
550.0,0.3,2.5,4.992458701811655,0.6983144810240636,True,resolved,5.635255879247315,1.4088139698118287,0.1488536494485093
