wavelength_nm,diameter_mm,myopia_d,stroke_arcmin,contrast_ratio,optical_d50_arcmin,optical_log_mar
550.0,0.7022713150912545,0.5,20.0,0.8358347863257323,2.4114096228799977,-0.21978900166969934
550.0,0.7386277204483878,0.5,0.5,-0.054361726720386944,2.297949947714389,-0.2407194263613271
550.0,0.7386277204483878,0.5,0.8,-0.05637134073486434,2.297949947714389,-0.2407194263613271
550.0,0.7386277204483878,0.5,1.2,-0.02159073796964028,2.297949947714389,-0.2407194263613271
550.0,0.7386277204483878,0.5,1.8,0.13471949369043426,2.297949947714389,-0.2407194263613271
550.0,0.7386277204483878,0.5,2.5,0.30180452857894896,2.297949947714389,-0.2407194263613271
550.0,0.7386277204483878,0.5,3.5,0.4379031730546295,2.297949947714389,-0.2407194263613271
550.0,0.7386277204483878,0.5,5.0,0.5576962339767141,2.297949947714389,-0.2407194263613271
550.0,0.7386277204483878,0.5,7.0,0.6512569392892416,2.297949947714389,-0.2407194263613271
550.0,0.7386277204483878,0.5,10.0,0.7314824959308782,2.297949947714389,-0.2407194263613271
550.0,0.7386277204483878,0.5,14.0,0.7914906681491412,2.297949947714389,-0.2407194263613271
550.0,0.7386277204483878,0.5,20.0,0.8419273240507783,2.297949947714389,-0.2407194263613271
550.0,0.7781886018183509,0.5,0.5,-0.056488924147224416,2.187452988019306,-0.26212126323964363
550.0,0.7781886018183509,0.5,0.8,-0.054063395568727884,2.187452988019306,-0.26212126323964363
550.0,0.7781886018183509,0.5,1.2,-0.010750139545941317,2.187452988019306,-0.26212126323964363
550.0,0.7781886018183509,0.5,1.8,0.16058727926493332,2.187452988019306,-0.26212126323964363
550.0,0.7781886018183509,0.5,2.5,0.32404173513917733,2.187452988019306,-0.26212126323964363
550.0,0.7781886018183509,0.5,3.5,0.45462924990871006,2.187452988019306,-0.26212126323964363
550.0,0.7781886018183509,0.5,5.0,0.5725746747096596,2.187452988019306,-0.26212126323964363
550.0,0.7781886018183509,0.5,7.0,0.663399876841978,2.187452988019306,-0.26212126323964363
550.0,0.7781886018183509,0.5,10.0,0.7411212008219387,2.187452988019306,-0.26212126323964363
