comparison_group,pattern_kind,diameter_mm,pitch_mm,pitch_to_diameter_ratio,myopia_d,separation_to_width_ratio,max_ghost_peak_ratio,valley_visibility,ghost_count
diameter_pitch_grid,triangular_packing,1.7863011370810453,2.8138848106672527,1.5752578063435367,0.5,0.21797321726690982,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.7863011370810453,2.8138848106672527,1.5752578063435367,0.5,0.21797321726690982,0.0,nan,0
diameter_pitch_grid,square_packing,1.7863011370810453,3.34916795444122,1.8749178875371597,0.5,0.2594380947753427,0.0,nan,0
diameter_pitch_grid,triangular_packing,1.7863011370810453,3.34916795444122,1.8749178875371597,0.5,0.2594380947753427,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.7863011370810453,3.34916795444122,1.8749178875371597,0.5,0.25943809477534263,0.0,nan,0
diameter_pitch_grid,square_packing,1.7863011370810453,3.9862775990450494,2.231582075550227,0.5,0.30879080404745535,0.0,nan,0
diameter_pitch_grid,triangular_packing,1.7863011370810453,3.9862775990450494,2.231582075550227,0.5,0.30879080404745524,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.7863011370810453,3.9862775990450494,2.231582075550227,0.5,0.30879080404745524,0.0,nan,0
diameter_pitch_grid,square_packing,1.7863011370810453,4.744584121431299,2.6560942177892346,0.5,0.3675318412542406,0.0,nan,0
diameter_pitch_grid,triangular_packing,1.7863011370810453,4.744584121431299,2.6560942177892346,0.5,0.36753184125424054,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.7863011370810453,4.744584121431299,2.6560942177892346,0.5,0.36753184125424054,0.0,nan,0
diameter_pitch_grid,square_packing,1.7863011370810453,5.647142710465212,3.161360978414357,0.5,0.4374471407994815,0.0,nan,0
diameter_pitch_grid,triangular_packing,1.7863011370810453,5.647142710465212,3.161360978414357,0.5,0.4374471407994815,0.0,nan,0
diameter_pitch_grid,hexagonal_packing,1.7863011370810453,5.647142710465212,3.161360978414357,0.5,0.4374471407994815,0.0,nan,0
diameter_pitch_grid,square_packing,0.8804198998205346,1.5,1.7037325034404165,1.0,0.23016327548680432,0.0,nan,0
diameter_pitch_grid,square_packing,0.8804198998205346,1.8491242752806438,2.1002754204642247,1.0,0.28373366665383737,0.0,nan,0
diameter_pitch_grid,square_packing,0.8804198998205346,2.2795070569547775,2.589113509837106,1.0,0.34977254048266465,0.0,nan,0
diameter_pitch_grid,square_packing,0.8804198998205346,2.8100612231257442,3.191728428331242,1.0,0.43118193028871804,0.0,nan,0
